"","...1","program","parent_project","project","station_name","year","month","date","collection_time","collection_depth","unit_collection_depth","collection_replicate","lab_replicate","tox_batch","matrix_name","method_name","tox_test_dur_code","organism_name","analyte","unit","wq_source","time_point_name","result","result_qual_code","tox_result_qa_code","qa_code","sample_agency","group_samples","collection_method_name","latitude","longitude","collection_device_description","position_water_column","tie_narrative","dilution","tox_point_method","treatment","unit_treatment","treatment_concentration","lab_agency","submitting_agency","tox_batch_start_date","ref_tox_batch","organism_age_at_test_start","occupation_method","starting_bank","distance_from_bank","unit_distance_from_bank","stream_width","unit_stream_width","station_water_depth","unit_station_water_depth","hydro_mod","hydro_mod_loc","pct_control","rep_count","mean","std_dev","stat_method","probability","alphalevel","eval_threshold","msd","sig_effect_code","channel_width","upstream_length","downstream_length","total_reach","calculated_value","percent_effect","dw_analyte_name","data_quality","data_quality_indicator","datum","year_num"
"1351",24708,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","07","22",1899-12-30 11:11:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_072299","labwater","Not Recorded","6 days","Ceriodaphnia dubia","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",7.5,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jul 22 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","MetaData",NA,"NR",1999
"1352",24709,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","07","22",1899-12-30 11:12:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_072299","labwater","Not Recorded","6 days","Ceriodaphnia dubia","Mortality/Normality","%","not applicable","Day 6",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jul 22 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,10,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Mortality/Normality","MetaData",NA,"NR",1999
"1353",24710,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","07","22",1899-12-30 11:12:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_072299","labwater","Not Recorded","6 days","Ceriodaphnia dubia","Reproduction","neonates/adult","not applicable","Day 6",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jul 22 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,20.8,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Reproduction","MetaData",NA,"NR",1999
"1354",24711,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","07","22",1899-12-30 11:12:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_072299","labwater","Not Recorded","6 days","Ceriodaphnia dubia","pH","none","overlyingwater","initial",8.21,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jul 22 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","MetaData",NA,"NR",1999
"1355",24712,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","07","22",1899-12-30 11:14:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_072299","labwater","Not Recorded","4 days","Selenastrum capricornutum","pH","none","overlyingwater","Day 4",7.87,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jul 22 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","MetaData",NA,"NR",1999
"1356",24713,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","07","22",1899-12-30 11:16:00,-88,"cm",2,NA,"SRWP_UCD-ATL_SC_072299","labwater","Not Recorded","4 days","Selenastrum capricornutum","Total Cell Count","cells/ml","not applicable","Day 4",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jul 22 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,892000,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Total Cell Count","MetaData",NA,"NR",1999
"1357",24714,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","07","22",1899-12-30 11:16:00,-88,"cm",2,0,"SRWP_UCD-ATL_SC_072299","labwater","Not Recorded","4 days","Selenastrum capricornutum","pH","none","overlyingwater","initial",7.68,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jul 22 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","MetaData",NA,"NR",1999
"1358",24715,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","08","19",1899-12-30 11:12:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_081999","labwater","Not Recorded","4 days","Selenastrum capricornutum","pH","none","overlyingwater","initial",7.59,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Aug 19 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","MetaData",NA,"NR",1999
"1359",24716,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","08","19",1899-12-30 11:13:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_081999","labwater","Not Recorded","7 days","Ceriodaphnia dubia","Mortality/Normality","%","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Aug 19 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Mortality/Normality","MetaData",NA,"NR",1999
"1360",24717,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","09","15",1899-12-30 11:11:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_091599","labwater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","initial",8.27,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Sep 15 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","MetaData",NA,"NR",1999
"1361",24718,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","09","23",1899-12-30 11:15:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_092399","labwater","Not Recorded","4 days","Selenastrum capricornutum","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8.1,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Sep 23 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","MetaData",NA,"NR",1999
"1362",24719,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","09","23",1899-12-30 11:16:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_092399","labwater","Not Recorded","4 days","Selenastrum capricornutum","pH","none","overlyingwater","Day 4",8.71,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Sep 23 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","MetaData",NA,"NR",1999
"1363",24720,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","09","23",1899-12-30 11:16:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_092399","labwater","Not Recorded","4 days","Selenastrum capricornutum","pH","none","overlyingwater","initial",7.39,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Sep 23 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","MetaData",NA,"NR",1999
"1364",24721,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","10","21",1899-12-30 11:13:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_102199-02","labwater","Not Recorded","7 days","Ceriodaphnia dubia","Reproduction","neonates/adult","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Oct 21 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,27.7,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Reproduction","MetaData",NA,"NR",1999
"1365",24722,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","10","21",1899-12-30 11:13:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_102199-02","labwater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","Day 7",7.98,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Oct 21 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","MetaData",NA,"NR",1999
"1366",24723,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","10","21",1899-12-30 11:15:00,-88,"cm",1,NA,"SRWP_UCD-ATL_SC_102199","labwater","Not Recorded","4 days","Selenastrum capricornutum","Total Cell Count","cells/ml","not applicable","Day 4",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Oct 21 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,1761000,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Total Cell Count","MetaData",NA,"NR",1999
"1367",24724,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","10","21",1899-12-30 11:15:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_102199","labwater","Not Recorded","4 days","Selenastrum capricornutum","pH","none","overlyingwater","Day 4",7.66,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Oct 21 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","MetaData",NA,"NR",1999
"1368",24725,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","10","29",1899-12-30 11:11:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_102999","labwater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","Day 7",8.19,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Oct 29 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","MetaData",NA,"NR",1999
"1369",24726,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","10","29",1899-12-30 11:12:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_102999-02","labwater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","Day 7",8.3,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Oct 29 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","MetaData",NA,"NR",1999
"1370",24727,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","10","29",1899-12-30 11:13:00,-88,"cm",1,NA,"SRWP_UCD-ATL_SC_102999","labwater","Not Recorded","4 days","Selenastrum capricornutum","Total Cell Count","cells/ml","not applicable","Day 4",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Oct 29 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,1887000,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Total Cell Count","MetaData",NA,"NR",1999
"1371",24728,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","11","10",1899-12-30 11:12:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_111099","labwater","Not Recorded","7 days","Ceriodaphnia dubia","Mortality/Normality","%","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Nov 10 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,16,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Mortality/Normality","MetaData",NA,"NR",1999
"1372",24729,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","11","16",1899-12-30 11:12:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_111699","labwater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","initial",8.03,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Nov 16 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","MetaData",NA,"NR",1999
"1373",24730,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","11","16",1899-12-30 11:14:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_111699","labwater","Not Recorded","4 days","Selenastrum capricornutum","pH","none","overlyingwater","Day 4",7.89,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Nov 16 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","MetaData",NA,"NR",1999
"1374",24731,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","11","16",1899-12-30 11:16:00,-88,"cm",1,NA,"SRWP_UCD-ATL_SC_111699","labwater","Not Recorded","4 days","Selenastrum capricornutum","Total Cell Count","cells/ml","not applicable","Day 4",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Nov 16 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,1529000,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Total Cell Count","MetaData",NA,"NR",1999
"1375",24732,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Quality Assurance Sample-LABQA","1999","12","15",1899-12-30 11:14:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_121599","labwater","Not Recorded","4 days","Selenastrum capricornutum","pH","none","overlyingwater","initial",7.64,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Not Applicable",NA,NA,"None","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Dec 15 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","MetaData",NA,"NR",1999
"1376",24733,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Sacramento River above Shasta-525ST1298","1999","01","20",1899-12-30 15:00:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_012199","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Mortality/Normality","%","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.93916,-122.4192,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jan 21 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,10,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","WGS84",1999
"1377",24734,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Sacramento River above Shasta-525ST1298","1999","01","20",1899-12-30 15:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_012199","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8.4,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.93916,-122.4192,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jan 21 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","WGS84",1999
"1378",24735,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Sacramento River above Shasta-525ST1298","1999","01","20",1899-12-30 15:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_012199","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","Day 1",8.3,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.93916,-122.4192,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jan 21 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","WGS84",1999
"1379",24736,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Sacramento River above Shasta-525ST1298","1999","01","20",1899-12-30 15:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_012199","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","initial",8.29,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.93916,-122.4192,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jan 21 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","WGS84",1999
"1380",24737,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Sacramento River above Shasta-525ST1298","1999","05","19",1899-12-30 10:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_052099","samplewater","Not Recorded","7 days","Pimephales promelas","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8.6,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.93916,-122.4192,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","May 20 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","WGS84",1999
"1381",24738,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Sacramento River above Shasta-525ST1298","1999","05","19",1899-12-30 10:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_052099","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","Day 7",7.81,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.93916,-122.4192,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","May 20 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","WGS84",1999
"1382",24739,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Sacramento River above Shasta-525ST1298","1999","07","21",1899-12-30 13:15:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_072299","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","Mortality/Normality","%","not applicable","Day 6",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.93916,-122.4192,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jul 22 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","WGS84",1999
"1383",24740,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Sacramento River above Shasta-525ST1298","1999","07","21",1899-12-30 13:15:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_072299","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","Reproduction","neonates/adult","not applicable","Day 6",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.93916,-122.4192,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jul 22 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,17.8,-88,"NR","Probability",0.05,-88,-88,"S",NA,NA,NA,NA,-88,-88,"Reproduction","Unknown data quality","QACode:NR; BatchVerificationCode:NR","WGS84",1999
